prompt,prompt_ko,subtitle,characters,scene_tag,style_tag,shot_type,duration,start_time,end_time,parent_scene
"Dallae closing the ledger and leaving the men's quarters. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그런데 그 밤, 달래는 한 가지를 알지 못했습니다 달래가 사랑채에서 추수","그런데 그 밤, 달래는 한 가지를 알지 못했습니다 달래가 사랑채에서 추수기를 덮고 나올 때,",달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.170,2803.700,2812.870,S022
"a shadowy figure watching from the dark across the courtyard, following silently. Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",마당 저편 어둠 속에서 누군가 그 모습을 지켜보고 있었다는 것을요 그 사,마당 저편 어둠 속에서 누군가 그 모습을 지켜보고 있었다는 것을요 그 사람은 소리 없이 달래의 뒤를 밟았습니다,,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.740,2812.870,2823.610,S022
"an eye pressed to a small hole in the paper window, lamp light inside. Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래가 침방으로 들어가 등잔을 낮추자, 그 사람은 창호지에 난 작은 구멍","달래가 침방으로 들어가 등잔을 낮추자, 그 사람은 창호지에 난 작은 구멍에 눈을 댔지요 등잔 아래 달래가 펼친 것은 대감의 새 도포였어요",,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.100,2823.610,2836.710,S022
"view through the hole: Dallae stitching red and blue threads into the robe lining. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래는 도포를 뒤집어 안감을 벌리고, 붉은 실과 푸른 실을 번갈아 꿰어 ","달래는 도포를 뒤집어 안감을 벌리고, 붉은 실과 푸른 실을 번갈아 꿰어 넣고 있었습니다 창밖의 그림자는 오래도록 움직이지 않았어요",달래,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.580,2836.710,2849.290,S022
"the lamp going out, the shadow vanishing silently into darkness. Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그러다 달래가 등잔을 끄자, 발소리 하나 없이 어둠 속으로 사라졌습니다 ","그러다 달래가 등잔을 끄자, 발소리 하나 없이 어둠 속으로 사라졌습니다 그게 누구였을까요",,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.130,2849.290,2858.420,S022
"empty dark courtyard, question hanging in the air. Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",반짇고리의 색실을 뒤져 보던 순덕어멈이었을까요 아니면 다른 누구였을까요,반짇고리의 색실을 뒤져 보던 순덕어멈이었을까요 아니면 다른 누구였을까요,,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,8.290,2858.420,2866.710,S022
"morning, Sundeok-eomeom chopping silently in the kitchen. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: Joseon mansion kitchen with iron cauldrons, clay stove, firewood, steam. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","이튿날 아침, 순덕어멈은 여느 때처럼 부엌에서 말없이 칼질을 했고, 노 ","이튿날 아침, 순덕어멈은 여느 때처럼 부엌에서 말없이 칼질을 했고, 노 청지기는 여느 때처럼 달래에게 따뜻한 인사를 건넸습니다",순덕어멈,kitchen,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.090,2866.710,2878.800,S022
"Steward No greeting Dallae warmly as usual. Characters: Steward No (bent old steward in brown robe), Dallae (young seamstress in faded white jeogori). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""밤새 바느질을 했나 보구먼. 눈이 퀭하네. 오늘은 좀 쉬게."" 달라진 ","""밤새 바느질을 했나 보구먼. 눈이 퀭하네. 오늘은 좀 쉬게."" 달라진 것은 아무것도 없어 보였지요","노청지기,달래",courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,11.650,2878.800,2890.450,S022
"the lady searching her jewelry box in panic, silver hairpin missing. Characters: the lady of the house (graceful noblewoman in her fifties). Setting: women's quarters of a Joseon mansion with jewelry box and folding screen. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",대감의 환갑이 사흘 앞으로 다가온 날이었습니다 대감 마님이 아끼던 은비녀,대감의 환갑이 사흘 앞으로 다가온 날이었습니다 대감 마님이 아끼던 은비녀가 사라졌어요,대감마님,anchae,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.630,2890.450,2899.080,S023
"servants searching the whole house. Setting: women's quarters of a Joseon mansion with jewelry box and folding screen. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","시집올 때 친정어머니가 물려준, 세상에 하나뿐인 비녀였지요 온 집안을 뒤","시집올 때 친정어머니가 물려준, 세상에 하나뿐인 비녀였지요 온 집안을 뒤졌습니다 그리고 비녀는 가장 나오지 말아야 할 곳에서 나왔어요",,anchae,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.710,2899.080,2912.790,S023
"a silver hairpin found at the bottom of Dallae's sewing basket, everyone gasping. Characters: Dallae (young seamstress in faded white jeogori). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래의 반짇고리 맨 밑바닥이었습니다 마당에 모인 식구들이 숨을 삼켰지요 ,달래의 반짇고리 맨 밑바닥이었습니다 마당에 모인 식구들이 숨을 삼켰지요 달래는 비녀를 내려다보며 굳어 버렸어요,달래,courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.150,2912.790,2924.940,S023
"Dallae frozen, Lord Shim asking the crowd. Characters: Dallae (young seamstress in faded white jeogori), Lord Shim (elderly nobleman with white beard). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","반짇고리를 날마다 여닫는 달래가 한 번도 본 적 없는 비녀였습니다 ""그 ","반짇고리를 날마다 여닫는 달래가 한 번도 본 적 없는 비녀였습니다 ""그 반짇고리, 요새 누가 만지는 걸 본 사람 없느냐?""","달래,심대감",courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,10.580,2924.940,2935.520,S023
"the gatekeeper timidly speaking up. Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감이 물었어요 그러자 행랑아범이 쭈뼛쭈뼛 입을 열었습니다 ""저, 순덕어","대감이 물었어요 그러자 행랑아범이 쭈뼛쭈뼛 입을 열었습니다 ""저, 순덕어멈이 침방 반짇고리를 뒤지는 걸 본 적이 있습니다요.""",,courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,12.700,2935.520,2948.220,S023
"Sundeok-eomeom turning pale, protesting. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","이번에는 순덕어멈의 얼굴이 하얘졌어요 ""아니, 나는 그냥 들여다만 봤지.","이번에는 순덕어멈의 얼굴이 하얘졌어요 ""아니, 나는 그냥 들여다만 봤지. 비녀는 몰라요, 대감마님. 정말이에요.""",순덕어멈,courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.480,2948.220,2961.700,S023
"eyes moving between Dallae and Sundeok-eomeom. Characters: Sundeok-eomeom (stout kitchen woman in apron), Dallae (young seamstress in faded white jeogori). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",순덕어멈은 발을 동동 굴렀습니다 식구들의 눈이 달래와 순덕어멈 사이를 오,순덕어멈은 발을 동동 굴렀습니다 식구들의 눈이 달래와 순덕어멈 사이를 오갔지요 둘 중 하나였습니다,"순덕어멈,달래",courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.870,2961.700,2972.570,S023
"Steward No stepping forward calmly. Characters: Steward No (bent old steward in brown robe). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",아니면 둘이 짜고 한 짓이거나 그때 노 청지기가 조용히 한마디를 보탰어요,아니면 둘이 짜고 한 짓이거나 그때 노 청지기가 조용히 한마디를 보탰어요,노청지기,courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.610,2972.570,2980.180,S023
"Steward No speaking with a gentle generous face. Characters: Steward No (bent old steward in brown robe). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""순덕어멈이 그럴 사람은 아니지요. 이십 년을 한솥밥 먹은 사람입니다.""","""순덕어멈이 그럴 사람은 아니지요. 이십 년을 한솥밥 먹은 사람입니다."" 너그러운 말이었습니다",노청지기,courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,9.770,2980.180,2989.950,S023
"all eyes on Dallae again, the lady holding the hairpin. Characters: the lady of the house (graceful noblewoman in her fifties), Dallae (young seamstress in faded white jeogori). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",하지만 그 한마디에 식구들의 눈은 다시 달래에게로만 모였지요 대감 마님은,하지만 그 한마디에 식구들의 눈은 다시 달래에게로만 모였지요 대감 마님은 비녀를 두 손으로 감싸 쥔 채 달래를 바라보았어요,"대감마님,달래",courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.590,2989.950,3001.540,S023
